center,left,right,steering,throttle,brake,speed
sharp_turn/center_2017_02_10_10_46_21_162.jpg, sharp_turn/left_2017_02_10_10_46_21_162.jpg, sharp_turn/right_2017_02_10_10_46_21_162.jpg, -0.4725071, 0, 0, 7.526119
sharp_turn/center_2017_02_10_10_46_21_280.jpg, sharp_turn/left_2017_02_10_10_46_21_280.jpg, sharp_turn/right_2017_02_10_10_46_21_280.jpg, -0.3280061, 0, 0, 7.445844
sharp_turn/center_2017_02_10_10_46_21_382.jpg, sharp_turn/left_2017_02_10_10_46_21_382.jpg, sharp_turn/right_2017_02_10_10_46_21_382.jpg, -0.3386531, 0, 0, 7.36123
sharp_turn/center_2017_02_10_10_46_21_502.jpg, sharp_turn/left_2017_02_10_10_46_21_502.jpg, sharp_turn/right_2017_02_10_10_46_21_502.jpg, 0, 0, 0, 7.266213
sharp_turn/center_2017_02_10_10_46_21_615.jpg, sharp_turn/left_2017_02_10_10_46_21_615.jpg, sharp_turn/right_2017_02_10_10_46_21_615.jpg, 0, 0, 0, 7.174506
sharp_turn/center_2017_02_10_10_46_21_730.jpg, sharp_turn/left_2017_02_10_10_46_21_730.jpg, sharp_turn/right_2017_02_10_10_46_21_730.jpg, -0.344739, 0, 0, 7.059049
sharp_turn/center_2017_02_10_10_46_21_832.jpg, sharp_turn/left_2017_02_10_10_46_21_832.jpg, sharp_turn/right_2017_02_10_10_46_21_832.jpg, -0.5201969, 0, 0, 6.93242
sharp_turn/center_2017_02_10_10_46_21_948.jpg, sharp_turn/left_2017_02_10_10_46_21_948.jpg, sharp_turn/right_2017_02_10_10_46_21_948.jpg, -0.1721878, 0, 0, 6.856758
sharp_turn/center_2017_02_10_10_46_22_059.jpg, sharp_turn/left_2017_02_10_10_46_22_059.jpg, sharp_turn/right_2017_02_10_10_46_22_059.jpg, 0, 0, 0, 6.778926
sharp_turn/center_2017_02_10_10_46_26_864.jpg, sharp_turn/left_2017_02_10_10_46_26_864.jpg, sharp_turn/right_2017_02_10_10_46_26_864.jpg, 0.38397, 0.1828589, 0, 4.233274
sharp_turn/center_2017_02_10_10_46_26_965.jpg, sharp_turn/left_2017_02_10_10_46_26_965.jpg, sharp_turn/right_2017_02_10_10_46_26_965.jpg, 0.6867301, 0, 0, 4.198071
sharp_turn/center_2017_02_10_10_46_27_076.jpg, sharp_turn/left_2017_02_10_10_46_27_076.jpg, sharp_turn/right_2017_02_10_10_46_27_076.jpg, 1, 0, 0, 4.069128
sharp_turn/center_2017_02_10_10_46_27_179.jpg, sharp_turn/left_2017_02_10_10_46_27_179.jpg, sharp_turn/right_2017_02_10_10_46_27_179.jpg, 1, 0, 0, 3.997781
sharp_turn/center_2017_02_10_10_46_27_284.jpg, sharp_turn/left_2017_02_10_10_46_27_284.jpg, sharp_turn/right_2017_02_10_10_46_27_284.jpg, 1, 0, 0, 3.938003
sharp_turn/center_2017_02_10_10_46_27_396.jpg, sharp_turn/left_2017_02_10_10_46_27_396.jpg, sharp_turn/right_2017_02_10_10_46_27_396.jpg, 1, 0, 0, 3.867594
sharp_turn/center_2017_02_10_10_46_27_502.jpg, sharp_turn/left_2017_02_10_10_46_27_502.jpg, sharp_turn/right_2017_02_10_10_46_27_502.jpg, 1, 0, 0, 3.809508
sharp_turn/center_2017_02_10_10_46_27_616.jpg, sharp_turn/left_2017_02_10_10_46_27_616.jpg, sharp_turn/right_2017_02_10_10_46_27_616.jpg, 1, 0, 0, 3.740484
sharp_turn/center_2017_02_10_10_46_27_732.jpg, sharp_turn/left_2017_02_10_10_46_27_732.jpg, sharp_turn/right_2017_02_10_10_46_27_732.jpg, 1, 0, 0, 3.672203
sharp_turn/center_2017_02_10_10_46_27_842.jpg, sharp_turn/left_2017_02_10_10_46_27_842.jpg, sharp_turn/right_2017_02_10_10_46_27_842.jpg, 1, 0, 0, 3.615867
sharp_turn/center_2017_02_10_10_46_27_944.jpg, sharp_turn/left_2017_02_10_10_46_27_944.jpg, sharp_turn/right_2017_02_10_10_46_27_944.jpg, 1, 0, 0, 3.560042
sharp_turn/center_2017_02_10_10_46_28_048.jpg, sharp_turn/left_2017_02_10_10_46_28_048.jpg, sharp_turn/right_2017_02_10_10_46_28_048.jpg, 1, 0, 0, 3.493731
sharp_turn/center_2017_02_10_10_46_28_170.jpg, sharp_turn/left_2017_02_10_10_46_28_170.jpg, sharp_turn/right_2017_02_10_10_46_28_170.jpg, 1, 0, 0, 3.428153
sharp_turn/center_2017_02_10_10_46_28_282.jpg, sharp_turn/left_2017_02_10_10_46_28_282.jpg, sharp_turn/right_2017_02_10_10_46_28_282.jpg, 1, 0, 0, 3.374065
sharp_turn/center_2017_02_10_10_46_28_397.jpg, sharp_turn/left_2017_02_10_10_46_28_397.jpg, sharp_turn/right_2017_02_10_10_46_28_397.jpg, 1, 0, 0, 3.309829
sharp_turn/center_2017_02_10_10_46_28_512.jpg, sharp_turn/left_2017_02_10_10_46_28_512.jpg, sharp_turn/right_2017_02_10_10_46_28_512.jpg, 1, 0.2361751, 0, 3.38117
sharp_turn/center_2017_02_10_10_46_28_631.jpg, sharp_turn/left_2017_02_10_10_46_28_631.jpg, sharp_turn/right_2017_02_10_10_46_28_631.jpg, 1, 0.4714828, 0, 3.934727
sharp_turn/center_2017_02_10_10_46_28_746.jpg, sharp_turn/left_2017_02_10_10_46_28_746.jpg, sharp_turn/right_2017_02_10_10_46_28_746.jpg, 1, 0.1262069, 0, 4.220671
sharp_turn/center_2017_02_10_10_46_28_847.jpg, sharp_turn/left_2017_02_10_10_46_28_847.jpg, sharp_turn/right_2017_02_10_10_46_28_847.jpg, 1, 0.2773499, 0, 4.350806
sharp_turn/center_2017_02_10_10_46_28_966.jpg, sharp_turn/left_2017_02_10_10_46_28_966.jpg, sharp_turn/right_2017_02_10_10_46_28_966.jpg, 0.7805771, 0, 0, 4.407787
sharp_turn/center_2017_02_10_10_46_29_082.jpg, sharp_turn/left_2017_02_10_10_46_29_082.jpg, sharp_turn/right_2017_02_10_10_46_29_082.jpg, 0.43318, 0, 0, 4.382411
sharp_turn/center_2017_02_10_10_46_29_197.jpg, sharp_turn/left_2017_02_10_10_46_29_197.jpg, sharp_turn/right_2017_02_10_10_46_29_197.jpg, 0.08719599, 0, 0, 4.333227
sharp_turn/center_2017_02_10_10_46_29_300.jpg, sharp_turn/left_2017_02_10_10_46_29_300.jpg, sharp_turn/right_2017_02_10_10_46_29_300.jpg, 0, 0, 0, 4.285357
sharp_turn/center_2017_02_10_10_46_29_412.jpg, sharp_turn/left_2017_02_10_10_46_29_412.jpg, sharp_turn/right_2017_02_10_10_46_29_412.jpg, 0, 0, 0, 4.232929
sharp_turn/center_2017_02_10_10_48_02_317.jpg, sharp_turn/left_2017_02_10_10_48_02_317.jpg, sharp_turn/right_2017_02_10_10_48_02_317.jpg, 0, 0, 0, 3.506267
sharp_turn/center_2017_02_10_10_48_02_436.jpg, sharp_turn/left_2017_02_10_10_48_02_436.jpg, sharp_turn/right_2017_02_10_10_48_02_436.jpg, 0.05853314, 0, 0, 3.456412
sharp_turn/center_2017_02_10_10_48_02_539.jpg, sharp_turn/left_2017_02_10_10_48_02_539.jpg, sharp_turn/right_2017_02_10_10_48_02_539.jpg, 0.3673981, 0, 0, 3.400553
sharp_turn/center_2017_02_10_10_48_02_654.jpg, sharp_turn/left_2017_02_10_10_48_02_654.jpg, sharp_turn/right_2017_02_10_10_48_02_654.jpg, 0.713346, 0, 0, 3.314824
sharp_turn/center_2017_02_10_10_48_02_773.jpg, sharp_turn/left_2017_02_10_10_48_02_773.jpg, sharp_turn/right_2017_02_10_10_48_02_773.jpg, 1, 0, 0, 3.207921
sharp_turn/center_2017_02_10_10_48_02_883.jpg, sharp_turn/left_2017_02_10_10_48_02_883.jpg, sharp_turn/right_2017_02_10_10_48_02_883.jpg, 1, 0, 0, 3.15122
sharp_turn/center_2017_02_10_10_48_02_985.jpg, sharp_turn/left_2017_02_10_10_48_02_985.jpg, sharp_turn/right_2017_02_10_10_48_02_985.jpg, 1, 0, 0, 3.099085
sharp_turn/center_2017_02_10_10_48_03_087.jpg, sharp_turn/left_2017_02_10_10_48_03_087.jpg, sharp_turn/right_2017_02_10_10_48_03_087.jpg, 1, 0, 0, 3.037838
sharp_turn/center_2017_02_10_10_48_03_187.jpg, sharp_turn/left_2017_02_10_10_48_03_187.jpg, sharp_turn/right_2017_02_10_10_48_03_187.jpg, 1, 0, 0, 2.987769
sharp_turn/center_2017_02_10_10_48_03_301.jpg, sharp_turn/left_2017_02_10_10_48_03_301.jpg, sharp_turn/right_2017_02_10_10_48_03_301.jpg, 0.843835, 0, 0, 2.949099
sharp_turn/center_2017_02_10_10_48_03_405.jpg, sharp_turn/left_2017_02_10_10_48_03_405.jpg, sharp_turn/right_2017_02_10_10_48_03_405.jpg, 0.8090081, 0, 0, 2.918846
sharp_turn/center_2017_02_10_10_48_03_517.jpg, sharp_turn/left_2017_02_10_10_48_03_517.jpg, sharp_turn/right_2017_02_10_10_48_03_517.jpg, 1, 0, 0, 2.833389
sharp_turn/center_2017_02_10_10_48_03_619.jpg, sharp_turn/left_2017_02_10_10_48_03_619.jpg, sharp_turn/right_2017_02_10_10_48_03_619.jpg, 1, 0, 0, 2.786285
sharp_turn/center_2017_02_10_10_48_03_740.jpg, sharp_turn/left_2017_02_10_10_48_03_740.jpg, sharp_turn/right_2017_02_10_10_48_03_740.jpg, 1, 0, 0, 2.731489
sharp_turn/center_2017_02_10_10_48_03_853.jpg, sharp_turn/left_2017_02_10_10_48_03_853.jpg, sharp_turn/right_2017_02_10_10_48_03_853.jpg, 1, 0.338376, 0, 2.982956
sharp_turn/center_2017_02_10_10_48_03_954.jpg, sharp_turn/left_2017_02_10_10_48_03_954.jpg, sharp_turn/right_2017_02_10_10_48_03_954.jpg, 1, 0.03291017, 0, 3.075217
sharp_turn/center_2017_02_10_10_48_04_070.jpg, sharp_turn/left_2017_02_10_10_48_04_070.jpg, sharp_turn/right_2017_02_10_10_48_04_070.jpg, 1, 0, 0, 3.034745
sharp_turn/center_2017_02_10_10_48_04_185.jpg, sharp_turn/left_2017_02_10_10_48_04_185.jpg, sharp_turn/right_2017_02_10_10_48_04_185.jpg, 1, 0.04621804, 0, 2.993969
sharp_turn/center_2017_02_10_10_48_04_305.jpg, sharp_turn/left_2017_02_10_10_48_04_305.jpg, sharp_turn/right_2017_02_10_10_48_04_305.jpg, 1, 0.1262069, 0, 3.257513
sharp_turn/center_2017_02_10_10_48_04_415.jpg, sharp_turn/left_2017_02_10_10_48_04_415.jpg, sharp_turn/right_2017_02_10_10_48_04_415.jpg, 1, 0, 0, 3.198546
sharp_turn/center_2017_02_10_10_48_04_516.jpg, sharp_turn/left_2017_02_10_10_48_04_516.jpg, sharp_turn/right_2017_02_10_10_48_04_516.jpg, 1, 0, 0, 3.144743
sharp_turn/center_2017_02_10_10_48_04_619.jpg, sharp_turn/left_2017_02_10_10_48_04_619.jpg, sharp_turn/right_2017_02_10_10_48_04_619.jpg, 1, 0, 0, 3.091221
sharp_turn/center_2017_02_10_10_48_04_719.jpg, sharp_turn/left_2017_02_10_10_48_04_719.jpg, sharp_turn/right_2017_02_10_10_48_04_719.jpg, 1, 0.04151398, 0, 3.046215
sharp_turn/center_2017_02_10_10_48_04_820.jpg, sharp_turn/left_2017_02_10_10_48_04_820.jpg, sharp_turn/right_2017_02_10_10_48_04_820.jpg, 1, 0.343944, 0, 3.263721
sharp_turn/center_2017_02_10_10_48_04_934.jpg, sharp_turn/left_2017_02_10_10_48_04_934.jpg, sharp_turn/right_2017_02_10_10_48_04_934.jpg, 1, 0.002489984, 0, 3.392802
sharp_turn/center_2017_02_10_10_48_05_053.jpg, sharp_turn/left_2017_02_10_10_48_05_053.jpg, sharp_turn/right_2017_02_10_10_48_05_053.jpg, 1, 0.08924693, 0, 3.419797
sharp_turn/center_2017_02_10_10_48_05_165.jpg, sharp_turn/left_2017_02_10_10_48_05_165.jpg, sharp_turn/right_2017_02_10_10_48_05_165.jpg, 1, 0, 0, 3.375612
sharp_turn/center_2017_02_10_10_48_05_266.jpg, sharp_turn/left_2017_02_10_10_48_05_266.jpg, sharp_turn/right_2017_02_10_10_48_05_266.jpg, 0.695524, 0, 0, 3.344887
sharp_turn/center_2017_02_10_10_48_05_372.jpg, sharp_turn/left_2017_02_10_10_48_05_372.jpg, sharp_turn/right_2017_02_10_10_48_05_372.jpg, 0.487375, 0, 0, 3.319872
sharp_turn/center_2017_02_10_10_48_05_486.jpg, sharp_turn/left_2017_02_10_10_48_05_486.jpg, sharp_turn/right_2017_02_10_10_48_05_486.jpg, 0.3994507, 0, 0, 3.281477
sharp_turn/center_2017_02_10_10_48_05_590.jpg, sharp_turn/left_2017_02_10_10_48_05_590.jpg, sharp_turn/right_2017_02_10_10_48_05_590.jpg, 0.04193478, 0, 0, 3.239956
sharp_turn/center_2017_02_10_10_48_05_698.jpg, sharp_turn/left_2017_02_10_10_48_05_698.jpg, sharp_turn/right_2017_02_10_10_48_05_698.jpg, 0, 0, 0, 3.204616
sharp_turn/center_2017_02_10_10_48_05_802.jpg, sharp_turn/left_2017_02_10_10_48_05_802.jpg, sharp_turn/right_2017_02_10_10_48_05_802.jpg, 0, 0, 0, 3.170581
sharp_turn/center_2017_02_10_10_48_12_137.jpg, sharp_turn/left_2017_02_10_10_48_12_137.jpg, sharp_turn/right_2017_02_10_10_48_12_137.jpg, -0.3593161, 0, 0, 2.489939
sharp_turn/center_2017_02_10_10_48_12_253.jpg, sharp_turn/left_2017_02_10_10_48_12_253.jpg, sharp_turn/right_2017_02_10_10_48_12_253.jpg, -0.7063621, 0.149931, 0, 2.515024
sharp_turn/center_2017_02_10_10_48_12_354.jpg, sharp_turn/left_2017_02_10_10_48_12_354.jpg, sharp_turn/right_2017_02_10_10_48_12_354.jpg, -1, 0.4530001, 0, 2.817769
sharp_turn/center_2017_02_10_10_48_12_470.jpg, sharp_turn/left_2017_02_10_10_48_12_470.jpg, sharp_turn/right_2017_02_10_10_48_12_470.jpg, -1, 0.7999529, 0, 3.707474
sharp_turn/center_2017_02_10_10_48_12_570.jpg, sharp_turn/left_2017_02_10_10_48_12_570.jpg, sharp_turn/right_2017_02_10_10_48_12_570.jpg, -0.947998, 0.4980599, 0, 4.376855
sharp_turn/center_2017_02_10_10_48_12_687.jpg, sharp_turn/left_2017_02_10_10_48_12_687.jpg, sharp_turn/right_2017_02_10_10_48_12_687.jpg, -0.7036839, 0.1465679, 0, 4.756481
sharp_turn/center_2017_02_10_10_48_12_808.jpg, sharp_turn/left_2017_02_10_10_48_12_808.jpg, sharp_turn/right_2017_02_10_10_48_12_808.jpg, -1, 0, 0, 4.645376
sharp_turn/center_2017_02_10_10_48_12_920.jpg, sharp_turn/left_2017_02_10_10_48_12_920.jpg, sharp_turn/right_2017_02_10_10_48_12_920.jpg, -1, 0.1493849, 0, 4.609325
sharp_turn/center_2017_02_10_10_48_13_038.jpg, sharp_turn/left_2017_02_10_10_48_13_038.jpg, sharp_turn/right_2017_02_10_10_48_13_038.jpg, -1, 0.07923299, 0, 4.82758
sharp_turn/center_2017_02_10_10_48_13_155.jpg, sharp_turn/left_2017_02_10_10_48_13_155.jpg, sharp_turn/right_2017_02_10_10_48_13_155.jpg, -1, 0, 0, 4.745097
sharp_turn/center_2017_02_10_10_48_13_268.jpg, sharp_turn/left_2017_02_10_10_48_13_268.jpg, sharp_turn/right_2017_02_10_10_48_13_268.jpg, -1, 0, 0, 4.660533
sharp_turn/center_2017_02_10_10_48_13_370.jpg, sharp_turn/left_2017_02_10_10_48_13_370.jpg, sharp_turn/right_2017_02_10_10_48_13_370.jpg, -0.8108801, 0, 0, 4.613436
sharp_turn/center_2017_02_10_10_48_13_486.jpg, sharp_turn/left_2017_02_10_10_48_13_486.jpg, sharp_turn/right_2017_02_10_10_48_13_486.jpg, -0.880843, 0, 0, 4.543745
sharp_turn/center_2017_02_10_10_48_13_587.jpg, sharp_turn/left_2017_02_10_10_48_13_587.jpg, sharp_turn/right_2017_02_10_10_48_13_587.jpg, -0.5780651, 0, 0, 4.510195
sharp_turn/center_2017_02_10_10_48_13_700.jpg, sharp_turn/left_2017_02_10_10_48_13_700.jpg, sharp_turn/right_2017_02_10_10_48_13_700.jpg, -0.7032459, 0, 0, 4.454319
sharp_turn/center_2017_02_10_10_48_13_805.jpg, sharp_turn/left_2017_02_10_10_48_13_805.jpg, sharp_turn/right_2017_02_10_10_48_13_805.jpg, -0.7940437, 0, 0, 4.359627
sharp_turn/center_2017_02_10_10_48_13_915.jpg, sharp_turn/left_2017_02_10_10_48_13_915.jpg, sharp_turn/right_2017_02_10_10_48_13_915.jpg, -0.9025269, 0, 0, 4.288791
sharp_turn/center_2017_02_10_10_48_14_022.jpg, sharp_turn/left_2017_02_10_10_48_14_022.jpg, sharp_turn/right_2017_02_10_10_48_14_022.jpg, -0.951292, 0, 0, 4.195776
sharp_turn/center_2017_02_10_10_48_14_127.jpg, sharp_turn/left_2017_02_10_10_48_14_127.jpg, sharp_turn/right_2017_02_10_10_48_14_127.jpg, -0.7992821, 0, 0, 4.153151
sharp_turn/center_2017_02_10_10_48_14_236.jpg, sharp_turn/left_2017_02_10_10_48_14_236.jpg, sharp_turn/right_2017_02_10_10_48_14_236.jpg, -0.8957499, 0, 0, 4.073661
sharp_turn/center_2017_02_10_10_48_14_351.jpg, sharp_turn/left_2017_02_10_10_48_14_351.jpg, sharp_turn/right_2017_02_10_10_48_14_351.jpg, -0.5513049, 0, 0, 4.045245
sharp_turn/center_2017_02_10_10_48_14_453.jpg, sharp_turn/left_2017_02_10_10_48_14_453.jpg, sharp_turn/right_2017_02_10_10_48_14_453.jpg, -0.2450529, 0, 0, 4.013196
sharp_turn/center_2017_02_10_10_48_14_569.jpg, sharp_turn/left_2017_02_10_10_48_14_569.jpg, sharp_turn/right_2017_02_10_10_48_14_569.jpg, 0, 0, 0, 3.958757
sharp_turn/center_2017_02_10_10_48_20_187.jpg, sharp_turn/left_2017_02_10_10_48_20_187.jpg, sharp_turn/right_2017_02_10_10_48_20_187.jpg, 0.549813, 0, 0, 1.990671
sharp_turn/center_2017_02_10_10_48_20_304.jpg, sharp_turn/left_2017_02_10_10_48_20_304.jpg, sharp_turn/right_2017_02_10_10_48_20_304.jpg, 0.900498, 0, 0, 1.941851
sharp_turn/center_2017_02_10_10_48_20_405.jpg, sharp_turn/left_2017_02_10_10_48_20_405.jpg, sharp_turn/right_2017_02_10_10_48_20_405.jpg, 1, 0, 0, 1.893838
sharp_turn/center_2017_02_10_10_48_20_505.jpg, sharp_turn/left_2017_02_10_10_48_20_505.jpg, sharp_turn/right_2017_02_10_10_48_20_505.jpg, 1, 0, 0, 1.861046
sharp_turn/center_2017_02_10_10_48_20_623.jpg, sharp_turn/left_2017_02_10_10_48_20_623.jpg, sharp_turn/right_2017_02_10_10_48_20_623.jpg, 1, 0, 0, 1.822398
sharp_turn/center_2017_02_10_10_48_20_737.jpg, sharp_turn/left_2017_02_10_10_48_20_737.jpg, sharp_turn/right_2017_02_10_10_48_20_737.jpg, 1, 0, 0.229233, 1.753682
sharp_turn/center_2017_02_10_10_48_20_841.jpg, sharp_turn/left_2017_02_10_10_48_20_841.jpg, sharp_turn/right_2017_02_10_10_48_20_841.jpg, 1, 0, 0.540768, 1.596456
sharp_turn/center_2017_02_10_10_48_20_957.jpg, sharp_turn/left_2017_02_10_10_48_20_957.jpg, sharp_turn/right_2017_02_10_10_48_20_957.jpg, 1, 0, 0.1902511, 1.413471
sharp_turn/center_2017_02_10_10_48_21_072.jpg, sharp_turn/left_2017_02_10_10_48_21_072.jpg, sharp_turn/right_2017_02_10_10_48_21_072.jpg, 0.9413501, 0.1580969, 0, 1.401142
sharp_turn/center_2017_02_10_10_48_21_190.jpg, sharp_turn/left_2017_02_10_10_48_21_190.jpg, sharp_turn/right_2017_02_10_10_48_21_190.jpg, 0.5896061, 0.5098409, 0, 1.971147
sharp_turn/center_2017_02_10_10_48_21_304.jpg, sharp_turn/left_2017_02_10_10_48_21_304.jpg, sharp_turn/right_2017_02_10_10_48_21_304.jpg, 0.2441501, 0.4980749, 0, 2.596953
sharp_turn/center_2017_02_10_10_48_21_409.jpg, sharp_turn/left_2017_02_10_10_48_21_409.jpg, sharp_turn/right_2017_02_10_10_48_21_409.jpg, 0, 0.811866, 0, 3.565651
sharp_turn/center_2017_02_10_10_48_21_522.jpg, sharp_turn/left_2017_02_10_10_48_21_522.jpg, sharp_turn/right_2017_02_10_10_48_21_522.jpg, 0.09828597, 1, 0, 4.691418
sharp_turn/center_2017_02_10_10_48_21_638.jpg, sharp_turn/left_2017_02_10_10_48_21_638.jpg, sharp_turn/right_2017_02_10_10_48_21_638.jpg, 0.44676, 1, 0, 6.047448
sharp_turn/center_2017_02_10_10_48_21_741.jpg, sharp_turn/left_2017_02_10_10_48_21_741.jpg, sharp_turn/right_2017_02_10_10_48_21_741.jpg, 0.3451109, 1, 0, 7.168062
sharp_turn/center_2017_02_10_10_48_21_855.jpg, sharp_turn/left_2017_02_10_10_48_21_855.jpg, sharp_turn/right_2017_02_10_10_48_21_855.jpg, 0.3182668, 1, 0, 8.528824
sharp_turn/center_2017_02_10_10_48_21_956.jpg, sharp_turn/left_2017_02_10_10_48_21_956.jpg, sharp_turn/right_2017_02_10_10_48_21_956.jpg, 0.6203368, 1, 0, 9.583439
sharp_turn/center_2017_02_10_10_48_22_068.jpg, sharp_turn/left_2017_02_10_10_48_22_068.jpg, sharp_turn/right_2017_02_10_10_48_22_068.jpg, 0.7677779, 1, 0, 10.77028
sharp_turn/center_2017_02_10_10_48_22_173.jpg, sharp_turn/left_2017_02_10_10_48_22_173.jpg, sharp_turn/right_2017_02_10_10_48_22_173.jpg, 0.4544728, 1, 0, 11.72775
sharp_turn/center_2017_02_10_10_48_22_290.jpg, sharp_turn/left_2017_02_10_10_48_22_290.jpg, sharp_turn/right_2017_02_10_10_48_22_290.jpg, 0.5713257, 0.842014, 0, 13.00208
sharp_turn/center_2017_02_10_10_48_22_408.jpg, sharp_turn/left_2017_02_10_10_48_22_408.jpg, sharp_turn/right_2017_02_10_10_48_22_408.jpg, 0.7093526, 0.4884369, 0, 13.72263
sharp_turn/center_2017_02_10_10_48_22_508.jpg, sharp_turn/left_2017_02_10_10_48_22_508.jpg, sharp_turn/right_2017_02_10_10_48_22_508.jpg, 0.4077507, 0, 0, 13.96348
sharp_turn/center_2017_02_10_10_48_22_621.jpg, sharp_turn/left_2017_02_10_10_48_22_621.jpg, sharp_turn/right_2017_02_10_10_48_22_621.jpg, 0.07052064, 0, 0.33723, 12.71734
sharp_turn/center_2017_02_10_10_48_22_738.jpg, sharp_turn/left_2017_02_10_10_48_22_738.jpg, sharp_turn/right_2017_02_10_10_48_22_738.jpg, 0, 0, 0.575289, 10.87771
sharp_turn/center_2017_02_10_10_48_22_840.jpg, sharp_turn/left_2017_02_10_10_48_22_840.jpg, sharp_turn/right_2017_02_10_10_48_22_840.jpg, 0, 0, 0.2698919, 9.335013
sharp_turn/center_2017_02_10_10_48_30_605.jpg, sharp_turn/left_2017_02_10_10_48_30_605.jpg, sharp_turn/right_2017_02_10_10_48_30_605.jpg, -0.5983559, 0, 0, 1.740579
sharp_turn/center_2017_02_10_10_48_30_709.jpg, sharp_turn/left_2017_02_10_10_48_30_709.jpg, sharp_turn/right_2017_02_10_10_48_30_709.jpg, -0.8464588, 0, 0, 1.68688
sharp_turn/center_2017_02_10_10_48_30_826.jpg, sharp_turn/left_2017_02_10_10_48_30_826.jpg, sharp_turn/right_2017_02_10_10_48_30_826.jpg, -0.8325148, 0, 0, 1.655203
sharp_turn/center_2017_02_10_10_48_30_938.jpg, sharp_turn/left_2017_02_10_10_48_30_938.jpg, sharp_turn/right_2017_02_10_10_48_30_938.jpg, -1, 0.07367706, 0, 1.595492
sharp_turn/center_2017_02_10_10_48_31_055.jpg, sharp_turn/left_2017_02_10_10_48_31_055.jpg, sharp_turn/right_2017_02_10_10_48_31_055.jpg, -0.8923031, 0, 0, 1.714822
sharp_turn/center_2017_02_10_10_48_31_158.jpg, sharp_turn/left_2017_02_10_10_48_31_158.jpg, sharp_turn/right_2017_02_10_10_48_31_158.jpg, -0.9272261, 0.06207311, 0, 1.676311
sharp_turn/center_2017_02_10_10_48_31_264.jpg, sharp_turn/left_2017_02_10_10_48_31_264.jpg, sharp_turn/right_2017_02_10_10_48_31_264.jpg, -1, 0.3822241, 0, 1.95917
sharp_turn/center_2017_02_10_10_48_31_371.jpg, sharp_turn/left_2017_02_10_10_48_31_371.jpg, sharp_turn/right_2017_02_10_10_48_31_371.jpg, -0.9932051, 0.06306911, 0, 2.184088
sharp_turn/center_2017_02_10_10_48_31_495.jpg, sharp_turn/left_2017_02_10_10_48_31_495.jpg, sharp_turn/right_2017_02_10_10_48_31_495.jpg, -1, 0.2339221, 0, 2.228632
sharp_turn/center_2017_02_10_10_48_31_598.jpg, sharp_turn/left_2017_02_10_10_48_31_598.jpg, sharp_turn/right_2017_02_10_10_48_31_598.jpg, -0.8013999, 0.144513, 0, 2.519222
sharp_turn/center_2017_02_10_10_48_31_708.jpg, sharp_turn/left_2017_02_10_10_48_31_708.jpg, sharp_turn/right_2017_02_10_10_48_31_708.jpg, -0.9144699, 0.2575829, 0, 2.668797
sharp_turn/center_2017_02_10_10_48_31_825.jpg, sharp_turn/left_2017_02_10_10_48_31_825.jpg, sharp_turn/right_2017_02_10_10_48_31_825.jpg, -1, 0.6092309, 0, 3.139888
sharp_turn/center_2017_02_10_10_48_31_937.jpg, sharp_turn/left_2017_02_10_10_48_31_937.jpg, sharp_turn/right_2017_02_10_10_48_31_937.jpg, -1, 0.9467549, 0, 4.195762
sharp_turn/center_2017_02_10_10_48_32_056.jpg, sharp_turn/left_2017_02_10_10_48_32_056.jpg, sharp_turn/right_2017_02_10_10_48_32_056.jpg, -1, 1, 0, 5.525156
sharp_turn/center_2017_02_10_10_48_32_157.jpg, sharp_turn/left_2017_02_10_10_48_32_157.jpg, sharp_turn/right_2017_02_10_10_48_32_157.jpg, -0.6946269, 1, 0, 6.676272
sharp_turn/center_2017_02_10_10_48_32_272.jpg, sharp_turn/left_2017_02_10_10_48_32_272.jpg, sharp_turn/right_2017_02_10_10_48_32_272.jpg, -1, 1, 0, 7.946342
sharp_turn/center_2017_02_10_10_48_32_386.jpg, sharp_turn/left_2017_02_10_10_48_32_386.jpg, sharp_turn/right_2017_02_10_10_48_32_386.jpg, -0.7705659, 0.770566, 0, 9.13217
sharp_turn/center_2017_02_10_10_48_32_504.jpg, sharp_turn/left_2017_02_10_10_48_32_504.jpg, sharp_turn/right_2017_02_10_10_48_32_504.jpg, -0.6672012, 0.471715, 0, 9.772705
sharp_turn/center_2017_02_10_10_48_32_604.jpg, sharp_turn/left_2017_02_10_10_48_32_604.jpg, sharp_turn/right_2017_02_10_10_48_32_604.jpg, -0.701809, 0.1677729, 0, 9.955495
sharp_turn/center_2017_02_10_10_48_32_708.jpg, sharp_turn/left_2017_02_10_10_48_32_708.jpg, sharp_turn/right_2017_02_10_10_48_32_708.jpg, -0.3417401, 0, 0, 9.881822
sharp_turn/center_2017_02_10_10_48_32_820.jpg, sharp_turn/left_2017_02_10_10_48_32_820.jpg, sharp_turn/right_2017_02_10_10_48_32_820.jpg, -0.004981101, 0, 0, 9.770682
sharp_turn/center_2017_02_10_10_48_32_919.jpg, sharp_turn/left_2017_02_10_10_48_32_919.jpg, sharp_turn/right_2017_02_10_10_48_32_919.jpg, 0, 0, 0, 9.661227
sharp_turn/center_2017_02_10_10_48_36_406.jpg, sharp_turn/left_2017_02_10_10_48_36_406.jpg, sharp_turn/right_2017_02_10_10_48_36_406.jpg, 0.424905, 0, 0, 6.276989
